plot_name,latitude,longitude,commodity,annual_spend_eur,plot_geojson,plot_area_ha,region,country,irrigation_status
Select Harvests - Sunraysia Almonds Plot 007,-33.68693,142.653403,Almonds,1300000,,1.14,Sunraysia,AU,irrigated
RPAC - Sunraysia Almonds Plot 008,-34.119954,141.850573,Almonds,1216000,,3.88,Sunraysia,AU,irrigated
RPAC - Sunraysia Almonds Plot 009,-33.976945,142.020681,Almonds,880000,,0.42,Sunraysia,AU,irrigated
RPAC - Central Valley Almonds Plot 010,36.1135,-119.56084,Almonds,1204000,,3.38,Central Valley,US,irrigated
RPAC - Sunraysia Almonds Plot 011,-34.701352,142.177433,Almonds,1774000,,0.71,Sunraysia,AU,irrigated
Borges - Sunraysia Almonds Plot 012,-34.624994,142.164095,Almonds,1074000,,2.37,Sunraysia,AU,irrigated
Olam Almonds - Granada Almonds Plot 013,36.49087,-3.173323,Almonds,1599000,,1.83,Granada,ES,irrigated
RPAC - Sunraysia Almonds Plot 014,-33.80936,141.80876,Almonds,477000,,3.5,Sunraysia,AU,irrigated
Olam Almonds - Sunraysia Almonds Plot 015,-34.261272,142.562712,Almonds,713000,,0.56,Sunraysia,AU,irrigated
RPAC - Granada Almonds Plot 016,37.006215,-2.973483,Almonds,594000,,2.57,Granada,ES,irrigated
Olam Almonds - Granada Almonds Plot 017,36.884638,-2.607446,Almonds,1346000,,1.79,Granada,ES,irrigated
Olam Almonds - Central Valley Almonds Plot 018,36.795676,-120.039753,Almonds,335000,,2.41,Central Valley,US,irrigated
RPAC - Sunraysia Almonds Plot 019,-34.048981,142.020288,Almonds,959000,,0.88,Sunraysia,AU,irrigated
Select Harvests - Central Valley Almonds Plot 020,36.09264,-119.666521,Almonds,1765000,,2.24,Central Valley,US,irrigated
Borges - Granada Almonds Plot 021,37.130017,-2.466673,Almonds,1378000,,1.17,Granada,ES,irrigated
Borges - Granada Almonds Plot 022,36.790214,-3.016234,Almonds,1662000,,2.48,Granada,ES,mixed
Blue Diamond - Sunraysia Almonds Plot 023,-34.031287,141.678862,Almonds,802000,,1.88,Sunraysia,AU,irrigated
Blue Diamond - Central Valley Almonds Plot 024,36.874028,-119.797231,Almonds,1840000,,0.41,Central Valley,US,mixed
Select Harvests - Central Valley Almonds Plot 025,36.2438,-119.95239,Almonds,1986000,,0.59,Central Valley,US,irrigated
Tereos - Minnesota Sugar beet Plot 001,47.726195,-96.614492,Sugar beet,426000,,3.62,Minnesota,US,mixed
Tereos - Minnesota Sugar beet Plot 002,47.575413,-96.424312,Sugar beet,1003000,,3.51,Minnesota,US,irrigated
British Sugar - Picardy Sugar beet Plot 003,49.546219,3.122601,Sugar beet,440000,,0.39,Picardy,FR,rain_fed
Cosun - East of England Sugar beet Plot 004,52.729454,0.552777,Sugar beet,730000,,1.28,East of England,GB,mixed
Sudzucker - Picardy Sugar beet Plot 005,49.411876,3.192411,Sugar beet,1013000,,3.89,Picardy,FR,rain_fed
Tereos - Minnesota Sugar beet Plot 006,47.769916,-96.088354,Sugar beet,368000,,2.26,Minnesota,US,rain_fed
Tereos - Flevoland Sugar beet Plot 007,52.406112,5.466884,Sugar beet,1025000,,1.02,Flevoland,NL,mixed
Tereos - Flevoland Sugar beet Plot 008,52.037507,5.593771,Sugar beet,248000,,3.6,Flevoland,NL,mixed
Tereos - Minnesota Sugar beet Plot 009,47.044795,-96.576646,Sugar beet,374000,,2.51,Minnesota,US,rain_fed
Nordzucker - East of England Sugar beet Plot 010,52.53054,-0.028319,Sugar beet,434000,,0.81,East of England,GB,irrigated
British Sugar - East of England Sugar beet Plot 011,52.747646,0.316371,Sugar beet,204000,,2.72,East of England,GB,rain_fed
Cosun - Minnesota Sugar beet Plot 012,47.435143,-96.079674,Sugar beet,511000,,2.05,Minnesota,US,rain_fed
Cosun - Lower Saxony Sugar beet Plot 013,52.25776,10.472248,Sugar beet,397000,,1.24,Lower Saxony,DE,mixed
British Sugar - Lower Saxony Sugar beet Plot 014,52.57295,9.60965,Sugar beet,1080000,,0.8,Lower Saxony,DE,rain_fed
Nordzucker - Minnesota Sugar beet Plot 015,47.520324,-96.272827,Sugar beet,373000,,0.53,Minnesota,US,mixed
Sudzucker - Picardy Sugar beet Plot 016,49.266933,2.874556,Sugar beet,1012000,,2.68,Picardy,FR,mixed
Cosun - Lower Saxony Sugar beet Plot 017,52.5542,10.479884,Sugar beet,449000,,3.47,Lower Saxony,DE,mixed
Nordzucker - Picardy Sugar beet Plot 018,49.966582,2.298301,Sugar beet,510000,,1.8,Picardy,FR,mixed
Nordzucker - Picardy Sugar beet Plot 019,49.419547,2.667337,Sugar beet,820000,,0.67,Picardy,FR,irrigated
Sudzucker - Lower Saxony Sugar beet Plot 020,52.476426,9.90852,Sugar beet,241000,,2.84,Lower Saxony,DE,irrigated
Tereos - Minnesota Sugar beet Plot 021,47.915385,-96.335071,Sugar beet,857000,,3.5,Minnesota,US,rain_fed
Nordzucker - Minnesota Sugar beet Plot 022,47.387143,-96.934745,Sugar beet,1030000,,3.84,Minnesota,US,irrigated
Cosun - Picardy Sugar beet Plot 023,49.220988,2.491311,Sugar beet,680000,,3.13,Picardy,FR,irrigated
Tereos - Flevoland Sugar beet Plot 024,52.624159,5.744058,Sugar beet,277000,,1.75,Flevoland,NL,rain_fed
British Sugar - East of England Sugar beet Plot 025,53.144172,0.053116,Sugar beet,804000,,0.97,East of England,GB,mixed
Cargill Cocoa - Unmapped Lot A,MISSING,MISSING,Cocoa,75000,,1.8,Western,GH,rain_fed
Volcafe - Unmapped Lot B,MISSING,MISSING,Coffee,95000,,2.1,Huila,CO,mixed
Olam - Palm Estate 01,3.12,101.59,Palm oil,260000,,3.4,Selangor,MY,rain_fed
Bunge - Bowtie Field (bad boundary),,,Soybean,480000,"{""type"":""Polygon"",""coordinates"":[[[-56.0,-13.0],[-55.98,-12.98],[-56.0,-12.98],[-55.98,-13.0],[-56.0,-13.0]]]}",,Mato Grosso,BR,rain_fed
Raizen - Big Cane Block (point only),-21.51,-48.52,Cane sugar,1400000,,38.0,Sao Paulo,BR,irrigated
ADM - Frontier Wheat Lot,49.01,32.01,Wheat,210000,,3.2,Poltava,ZZ,rain_fed
LDC - Frontier Maize Lot,41.01,-99.01,Maize,230000,,2.7,Nebraska,XX,mixed
Touton - Pending Contract Plot,6.7,-1.61,Cocoa,TBD,,1.5,Ashanti,GH,rain_fed
